Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Relative Humidity [%],12h Prediction Relative Humidity [%],24h Prediction Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
8.9,54.0,10.0,15.0,20.6,15.0,11.7,19.0,58.0,37.0,567.0,0.0,7.0,816.0,0.0,1.0
11.7,42.0,100.0,344.0,18.9,14.4,12.2,24.0,62.0,34.0,480.0,0.0,82.0,773.0,0.0,164.0
15.0,35.0,273.0,618.0,18.9,13.9,16.1,26.0,64.0,26.0,336.0,0.0,240.0,675.0,0.0,432.0
17.2,24.0,432.0,745.0,17.8,12.8,18.3,36.0,55.0,21.0,161.0,0.0,397.0,470.0,0.0,578.0
18.9,20.0,543.0,808.0,15.6,12.2,20.0,39.0,45.0,20.0,32.0,0.0,505.0,86.0,0.0,646.0
20.0,16.0,590.0,828.0,15.0,12.2,21.1,44.0,51.0,16.0,0.0,0.0,554.0,0.0,0.0,677.0
20.6,19.0,567.0,816.0,15.0,12.8,21.7,58.0,36.0,16.0,0.0,0.0,533.0,0.0,0.0,665.0
18.9,24.0,480.0,773.0,14.4,12.2,21.1,62.0,34.0,27.0,0.0,0.0,441.0,0.0,0.0,603.0
18.9,26.0,336.0,675.0,13.9,11.7,18.3,64.0,35.0,43.0,0.0,0.0,300.0,0.0,0.0,489.0
17.8,36.0,161.0,470.0,12.8,11.1,17.2,55.0,35.0,50.0,0.0,0.0,136.0,0.0,0.0,276.0
15.6,39.0,32.0,86.0,12.2,11.7,15.6,45.0,30.0,65.0,0.0,0.0,26.0,0.0,0.0,18.0
15.0,44.0,0.0,0.0,12.2,9.4,15.6,51.0,38.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,58.0,0.0,0.0,12.8,11.7,15.0,36.0,37.0,65.0,0.0,7.0,0.0,0.0,1.0,0.0
14.4,62.0,0.0,0.0,12.2,12.2,15.0,34.0,34.0,62.0,0.0,82.0,0.0,0.0,164.0,0.0
13.9,64.0,0.0,0.0,11.7,16.1,15.0,35.0,26.0,58.0,0.0,240.0,0.0,0.0,432.0,0.0
12.8,55.0,0.0,0.0,11.1,18.3,12.8,35.0,21.0,67.0,0.0,397.0,0.0,0.0,578.0,0.0
12.2,45.0,0.0,0.0,11.7,20.0,12.2,30.0,20.0,67.0,0.0,505.0,0.0,0.0,646.0,0.0
12.2,51.0,0.0,0.0,9.4,21.1,11.7,38.0,16.0,86.0,0.0,554.0,0.0,0.0,677.0,0.0
12.8,36.0,0.0,0.0,11.7,21.7,11.7,37.0,16.0,45.0,7.0,533.0,0.0,1.0,665.0,0.0
12.2,34.0,0.0,0.0,12.2,21.1,10.6,34.0,27.0,50.0,82.0,441.0,0.0,164.0,603.0,0.0
11.7,35.0,0.0,0.0,16.1,18.3,10.0,26.0,43.0,50.0,240.0,300.0,0.0,432.0,489.0,0.0
11.1,35.0,0.0,0.0,18.3,17.2,9.4,21.0,50.0,54.0,397.0,136.0,0.0,578.0,276.0,0.0
11.7,30.0,0.0,0.0,20.0,15.6,9.4,20.0,65.0,52.0,505.0,26.0,0.0,646.0,18.0,0.0
9.4,38.0,0.0,0.0,21.1,15.6,8.9,16.0,60.0,52.0,554.0,0.0,0.0,677.0,0.0,0.0
11.7,37.0,7.0,1.0,21.7,15.0,8.3,16.0,65.0,54.0,533.0,0.0,10.0,665.0,0.0,35.0
12.2,34.0,82.0,164.0,21.1,15.0,10.6,27.0,62.0,48.0,441.0,0.0,101.0,603.0,0.0,391.0
16.1,26.0,240.0,432.0,18.3,15.0,13.3,43.0,58.0,42.0,300.0,0.0,235.0,489.0,0.0,478.0
18.3,21.0,397.0,578.0,17.2,12.8,15.6,50.0,67.0,46.0,136.0,0.0,403.0,276.0,0.0,640.0
20.0,20.0,505.0,646.0,15.6,12.2,16.7,65.0,67.0,58.0,26.0,0.0,539.0,18.0,0.0,878.0
21.1,16.0,554.0,677.0,15.6,11.7,18.3,60.0,86.0,49.0,0.0,0.0,590.0,0.0,0.0,905.0
21.7,16.0,533.0,665.0,15.0,11.7,18.3,65.0,45.0,54.0,0.0,0.0,563.0,0.0,0.0,886.0
21.1,27.0,441.0,603.0,15.0,10.6,17.8,62.0,50.0,52.0,0.0,0.0,486.0,0.0,0.0,862.0
18.3,43.0,300.0,489.0,15.0,10.0,17.2,58.0,50.0,58.0,0.0,0.0,345.0,0.0,0.0,781.0
17.2,50.0,136.0,276.0,12.8,9.4,15.6,67.0,54.0,65.0,0.0,0.0,175.0,0.0,0.0,621.0
15.6,65.0,26.0,18.0,12.2,9.4,14.4,67.0,52.0,62.0,0.0,0.0,39.0,0.0,0.0,197.0
15.6,60.0,0.0,0.0,11.7,8.9,13.9,86.0,52.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,65.0,0.0,0.0,11.7,8.3,13.9,45.0,54.0,64.0,0.0,10.0,0.0,0.0,35.0,0.0
15.0,62.0,0.0,0.0,10.6,10.6,13.3,50.0,48.0,67.0,0.0,101.0,0.0,0.0,391.0,0.0
15.0,58.0,0.0,0.0,10.0,13.3,12.2,50.0,42.0,67.0,0.0,235.0,0.0,0.0,478.0,0.0
12.8,67.0,0.0,0.0,9.4,15.6,11.7,54.0,46.0,77.0,0.0,403.0,0.0,0.0,640.0,0.0
12.2,67.0,0.0,0.0,9.4,16.7,10.6,52.0,58.0,80.0,0.0,539.0,0.0,0.0,878.0,0.0
11.7,86.0,0.0,0.0,8.9,18.3,11.1,52.0,49.0,93.0,0.0,590.0,0.0,0.0,905.0,0.0
11.7,45.0,0.0,0.0,8.3,18.3,11.7,54.0,54.0,83.0,10.0,563.0,0.0,35.0,886.0,0.0
10.6,50.0,0.0,0.0,10.6,17.8,11.1,48.0,52.0,86.0,101.0,486.0,0.0,391.0,862.0,0.0
10.0,50.0,0.0,0.0,13.3,17.2,11.1,42.0,58.0,83.0,235.0,345.0,0.0,478.0,781.0,0.0
9.4,54.0,0.0,0.0,15.6,15.6,10.6,46.0,65.0,86.0,403.0,175.0,0.0,640.0,621.0,0.0
9.4,52.0,0.0,0.0,16.7,14.4,9.4,58.0,62.0,86.0,539.0,39.0,0.0,878.0,197.0,0.0
8.9,52.0,0.0,0.0,18.3,13.9,10.0,49.0,67.0,83.0,590.0,0.0,0.0,905.0,0.0,0.0
8.3,54.0,10.0,35.0,18.3,13.9,9.4,54.0,64.0,83.0,563.0,0.0,7.0,886.0,0.0,9.0
10.6,48.0,101.0,391.0,17.8,13.3,11.7,52.0,67.0,74.0,486.0,0.0,90.0,862.0,0.0,304.0
13.3,42.0,235.0,478.0,17.2,12.2,13.3,58.0,67.0,60.0,345.0,0.0,258.0,781.0,0.0,587.0
15.6,46.0,403.0,640.0,15.6,11.7,15.0,65.0,77.0,58.0,175.0,0.0,412.0,621.0,0.0,713.0
16.7,58.0,539.0,878.0,14.4,10.6,17.2,62.0,80.0,52.0,39.0,0.0,520.0,197.0,0.0,774.0
18.3,49.0,590.0,905.0,13.9,11.1,17.8,67.0,93.0,45.0,0.0,0.0,568.0,0.0,0.0,798.0
18.3,54.0,563.0,886.0,13.9,11.7,16.7,64.0,83.0,50.0,0.0,0.0,547.0,0.0,0.0,786.0
17.8,52.0,486.0,862.0,13.3,11.1,16.7,67.0,86.0,52.0,0.0,0.0,463.0,0.0,0.0,744.0
17.2,58.0,345.0,781.0,12.2,11.1,16.1,67.0,83.0,56.0,0.0,0.0,324.0,0.0,0.0,648.0
15.6,65.0,175.0,621.0,11.7,10.6,15.6,77.0,86.0,62.0,0.0,0.0,155.0,0.0,0.0,445.0
14.4,62.0,39.0,197.0,10.6,9.4,14.4,80.0,86.0,67.0,0.0,0.0,31.0,0.0,0.0,77.0
13.9,67.0,0.0,0.0,11.1,10.0,13.3,93.0,83.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
13.9,64.0,0.0,0.0,11.7,9.4,12.8,83.0,83.0,83.0,0.0,7.0,0.0,0.0,9.0,0.0
13.3,67.0,0.0,0.0,11.1,11.7,13.3,86.0,74.0,80.0,0.0,90.0,0.0,0.0,304.0,0.0
12.2,67.0,0.0,0.0,11.1,13.3,13.3,83.0,60.0,72.0,0.0,258.0,0.0,0.0,587.0,0.0
11.7,77.0,0.0,0.0,10.6,15.0,12.8,86.0,58.0,87.0,0.0,412.0,0.0,0.0,713.0,0.0
10.6,80.0,0.0,0.0,9.4,17.2,12.2,86.0,52.0,86.0,0.0,520.0,0.0,0.0,774.0,0.0
11.1,93.0,0.0,0.0,10.0,17.8,13.4,83.0,45.0,80.0,0.0,568.0,0.0,0.0,798.0,0.0
11.7,83.0,0.0,0.0,9.4,16.7,11.1,83.0,50.0,90.0,7.0,547.0,0.0,9.0,786.0,0.0
11.1,86.0,0.0,0.0,11.7,16.7,10.0,74.0,52.0,83.0,90.0,463.0,0.0,304.0,744.0,0.0
11.1,83.0,0.0,0.0,13.3,16.1,10.0,60.0,56.0,86.0,258.0,324.0,0.0,587.0,648.0,0.0
10.6,86.0,0.0,0.0,15.0,15.6,10.0,58.0,62.0,83.0,412.0,155.0,0.0,713.0,445.0,0.0
9.4,86.0,0.0,0.0,17.2,14.4,8.9,52.0,67.0,86.0,520.0,31.0,0.0,774.0,77.0,0.0
10.0,83.0,0.0,0.0,17.8,13.3,8.9,45.0,72.0,83.0,568.0,0.0,0.0,798.0,0.0,0.0
9.4,83.0,7.0,9.0,16.7,12.8,8.9,50.0,83.0,86.0,547.0,0.0,11.0,786.0,0.0,24.0
11.7,74.0,90.0,304.0,16.7,13.3,11.1,52.0,80.0,74.0,463.0,0.0,71.0,744.0,0.0,121.0
13.3,60.0,258.0,587.0,16.1,13.3,12.8,56.0,72.0,64.0,324.0,0.0,221.0,648.0,0.0,345.0
15.0,58.0,412.0,713.0,15.6,12.8,13.3,62.0,87.0,62.0,155.0,0.0,326.0,445.0,0.0,405.0
17.2,52.0,520.0,774.0,14.4,12.2,16.1,67.0,86.0,54.0,31.0,0.0,280.0,77.0,0.0,116.0
17.8,45.0,568.0,798.0,13.3,13.4,16.1,72.0,80.0,54.0,0.0,0.0,421.0,0.0,0.0,373.0
16.7,50.0,547.0,786.0,12.8,11.1,15.6,83.0,90.0,58.0,0.0,0.0,417.0,0.0,0.0,264.0
16.7,52.0,463.0,744.0,13.3,10.0,15.6,80.0,83.0,65.0,0.0,0.0,206.0,0.0,0.0,36.0
16.1,56.0,324.0,648.0,13.3,10.0,15.0,72.0,86.0,70.0,0.0,0.0,252.0,0.0,0.0,123.0
15.6,62.0,155.0,445.0,12.8,10.0,14.4,87.0,83.0,78.0,0.0,0.0,109.0,0.0,0.0,40.0
14.4,67.0,31.0,77.0,12.2,8.9,13.3,86.0,86.0,80.0,0.0,0.0,37.0,0.0,0.0,56.0
13.3,72.0,0.0,0.0,13.4,8.9,12.8,80.0,83.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
12.8,83.0,0.0,0.0,11.1,8.9,13.3,90.0,86.0,83.0,0.0,11.0,0.0,0.0,24.0,0.0
13.3,80.0,0.0,0.0,10.0,11.1,12.8,83.0,74.0,83.0,0.0,71.0,0.0,0.0,121.0,0.0
13.3,72.0,0.0,0.0,10.0,12.8,13.9,86.0,64.0,84.0,0.0,221.0,0.0,0.0,345.0,0.0
12.8,87.0,0.0,0.0,10.0,13.3,13.7,83.0,62.0,80.0,0.0,326.0,0.0,0.0,405.0,0.0
12.2,86.0,0.0,0.0,8.9,16.1,13.6,86.0,54.0,83.0,0.0,280.0,0.0,0.0,116.0,0.0
13.4,80.0,0.0,0.0,8.9,16.1,16.1,83.0,54.0,24.0,0.0,421.0,0.0,0.0,373.0,0.0
11.1,90.0,0.0,0.0,8.9,15.6,13.3,86.0,58.0,25.0,11.0,417.0,0.0,24.0,264.0,0.0
10.0,83.0,0.0,0.0,11.1,15.6,13.1,74.0,65.0,23.0,71.0,206.0,0.0,121.0,36.0,0.0
10.0,86.0,0.0,0.0,12.8,15.0,13.0,64.0,70.0,22.0,221.0,252.0,0.0,345.0,123.0,0.0
10.0,83.0,0.0,0.0,13.3,14.4,12.8,62.0,78.0,22.0,326.0,109.0,0.0,405.0,40.0,0.0
8.9,86.0,0.0,0.0,16.1,13.3,11.7,54.0,80.0,26.0,280.0,37.0,0.0,116.0,56.0,0.0
8.9,83.0,0.0,0.0,16.1,12.8,13.3,54.0,80.0,24.0,421.0,0.0,0.0,373.0,0.0,0.0
8.9,86.0,11.0,24.0,15.6,13.3,13.9,58.0,83.0,23.0,417.0,0.0,4.0,264.0,0.0,0.0
11.1,74.0,71.0,121.0,15.6,12.8,15.6,65.0,83.0,24.0,206.0,0.0,65.0,36.0,0.0,53.0
12.8,64.0,221.0,345.0,15.0,13.9,17.8,70.0,84.0,23.0,252.0,0.0,187.0,123.0,0.0,214.0
13.3,62.0,326.0,405.0,14.4,13.7,20.6,78.0,80.0,23.0,109.0,0.0,347.0,40.0,0.0,421.0
16.1,54.0,280.0,116.0,13.3,13.6,23.3,80.0,83.0,22.0,37.0,0.0,473.0,56.0,0.0,459.0
16.1,54.0,421.0,373.0,12.8,16.1,25.6,80.0,24.0,23.0,0.0,0.0,514.0,0.0,0.0,576.0
15.6,58.0,417.0,264.0,13.3,13.3,23.9,83.0,25.0,25.0,0.0,0.0,458.0,0.0,0.0,469.0
15.6,65.0,206.0,36.0,12.8,13.1,22.8,83.0,23.0,34.0,0.0,0.0,398.0,0.0,0.0,407.0
15.0,70.0,252.0,123.0,13.9,13.0,20.6,84.0,22.0,39.0,0.0,0.0,232.0,0.0,0.0,217.0
14.4,78.0,109.0,40.0,13.7,12.8,18.3,80.0,22.0,54.0,0.0,0.0,116.0,0.0,0.0,107.0
13.3,80.0,37.0,56.0,13.6,11.7,17.2,83.0,26.0,70.0,0.0,0.0,20.0,0.0,0.0,3.0
12.8,80.0,0.0,0.0,16.1,13.3,16.1,24.0,24.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,83.0,0.0,0.0,13.3,13.9,16.1,25.0,23.0,78.0,0.0,4.0,0.0,0.0,0.0,0.0
12.8,83.0,0.0,0.0,13.1,15.6,16.7,23.0,24.0,75.0,0.0,65.0,0.0,0.0,53.0,0.0
13.9,84.0,0.0,0.0,13.0,17.8,18.9,22.0,23.0,34.0,0.0,187.0,0.0,0.0,214.0,0.0
13.7,80.0,0.0,0.0,12.8,20.6,17.8,22.0,23.0,32.0,0.0,347.0,0.0,0.0,421.0,0.0
13.6,83.0,0.0,0.0,11.7,23.3,17.8,26.0,22.0,24.0,0.0,473.0,0.0,0.0,459.0,0.0
16.1,24.0,0.0,0.0,13.3,25.6,14.4,24.0,23.0,51.0,0.0,514.0,0.0,0.0,576.0,0.0
13.3,25.0,0.0,0.0,13.9,23.9,15.6,23.0,25.0,23.0,4.0,458.0,0.0,0.0,469.0,0.0
13.1,23.0,0.0,0.0,15.6,22.8,16.1,24.0,34.0,24.0,65.0,398.0,0.0,53.0,407.0,0.0
13.0,22.0,0.0,0.0,17.8,20.6,15.6,23.0,39.0,23.0,187.0,232.0,0.0,214.0,217.0,0.0
12.8,22.0,0.0,0.0,20.6,18.3,13.3,23.0,54.0,26.0,347.0,116.0,0.0,421.0,107.0,0.0
11.7,26.0,0.0,0.0,23.3,17.2,12.8,22.0,70.0,30.0,473.0,20.0,0.0,459.0,3.0,0.0
13.3,24.0,0.0,0.0,25.6,16.1,15.0,23.0,75.0,23.0,514.0,0.0,0.0,576.0,0.0,0.0
13.9,23.0,4.0,0.0,23.9,16.1,14.4,25.0,78.0,23.0,458.0,0.0,6.0,469.0,0.0,9.0
15.6,24.0,65.0,53.0,22.8,16.7,13.9,34.0,75.0,27.0,398.0,0.0,64.0,407.0,0.0,110.0
17.8,23.0,187.0,214.0,20.6,18.9,17.8,39.0,34.0,24.0,232.0,0.0,203.0,217.0,0.0,302.0
20.6,23.0,347.0,421.0,18.3,17.8,18.9,54.0,32.0,23.0,116.0,0.0,377.0,107.0,0.0,502.0
23.3,22.0,473.0,459.0,17.2,17.8,23.3,70.0,24.0,22.0,20.0,0.0,412.0,3.0,0.0,448.0
25.6,23.0,514.0,576.0,16.1,14.4,25.0,75.0,51.0,23.0,0.0,0.0,585.0,0.0,0.0,796.0
23.9,25.0,458.0,469.0,16.1,15.6,26.1,78.0,23.0,22.0,0.0,0.0,509.0,0.0,0.0,703.0
22.8,34.0,398.0,407.0,16.7,16.1,21.1,75.0,24.0,47.0,0.0,0.0,438.0,0.0,0.0,738.0
20.6,39.0,232.0,217.0,18.9,15.6,20.6,34.0,23.0,47.0,0.0,0.0,333.0,0.0,0.0,741.0
18.3,54.0,116.0,107.0,17.8,13.3,18.9,32.0,26.0,57.0,0.0,0.0,165.0,0.0,0.0,571.0
17.2,70.0,20.0,3.0,17.8,12.8,16.7,24.0,30.0,67.0,0.0,0.0,36.0,0.0,0.0,165.0
16.1,75.0,0.0,0.0,14.4,15.0,17.2,51.0,23.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1,78.0,0.0,0.0,15.6,14.4,16.7,23.0,23.0,60.0,0.0,6.0,0.0,0.0,9.0,0.0
16.7,75.0,0.0,0.0,16.1,13.9,16.1,24.0,27.0,70.0,0.0,64.0,0.0,0.0,110.0,0.0
18.9,34.0,0.0,0.0,15.6,17.8,16.1,23.0,24.0,70.0,0.0,203.0,0.0,0.0,302.0,0.0
17.8,32.0,0.0,0.0,13.3,18.9,15.0,26.0,23.0,67.0,0.0,377.0,0.0,0.0,502.0,0.0
17.8,24.0,0.0,0.0,12.8,23.3,15.0,30.0,22.0,65.0,0.0,412.0,0.0,0.0,448.0,0.0
14.4,51.0,0.0,0.0,15.0,25.0,13.9,23.0,23.0,97.0,0.0,585.0,0.0,0.0,796.0,0.0
15.6,23.0,0.0,0.0,14.4,26.1,13.3,23.0,22.0,60.0,6.0,509.0,0.0,9.0,703.0,0.0
16.1,24.0,0.0,0.0,13.9,21.1,12.2,27.0,47.0,62.0,64.0,438.0,0.0,110.0,738.0,0.0
15.6,23.0,0.0,0.0,17.8,20.6,11.7,24.0,47.0,53.0,203.0,333.0,0.0,302.0,741.0,0.0
13.3,26.0,0.0,0.0,18.9,18.9,12.2,23.0,57.0,45.0,377.0,165.0,0.0,502.0,571.0,0.0
12.8,30.0,0.0,0.0,23.3,16.7,10.6,22.0,67.0,55.0,412.0,36.0,0.0,448.0,165.0,0.0
15.0,23.0,0.0,0.0,25.0,17.2,10.6,23.0,56.0,57.0,585.0,0.0,0.0,796.0,0.0,0.0
14.4,23.0,6.0,9.0,26.1,16.7,11.1,22.0,60.0,45.0,509.0,0.0,4.0,703.0,0.0,1.0
13.9,27.0,64.0,110.0,21.1,16.1,13.3,47.0,70.0,37.0,438.0,0.0,73.0,738.0,0.0,192.0
17.8,24.0,203.0,302.0,20.6,16.1,16.7,47.0,70.0,29.0,333.0,0.0,233.0,741.0,0.0,486.0
18.9,23.0,377.0,502.0,18.9,15.0,18.9,57.0,67.0,27.0,165.0,0.0,387.0,571.0,0.0,630.0
23.3,22.0,412.0,448.0,16.7,15.0,21.7,67.0,65.0,24.0,36.0,0.0,496.0,165.0,0.0,700.0
25.0,23.0,585.0,796.0,17.2,13.9,23.3,56.0,97.0,24.0,0.0,0.0,544.0,0.0,0.0,726.0
26.1,22.0,509.0,703.0,16.7,13.3,21.7,60.0,60.0,46.0,0.0,0.0,520.0,0.0,0.0,705.0
21.1,47.0,438.0,738.0,16.1,12.2,21.1,70.0,62.0,51.0,0.0,0.0,437.0,0.0,0.0,655.0
20.6,47.0,333.0,741.0,16.1,11.7,20.0,70.0,53.0,57.0,0.0,0.0,302.0,0.0,0.0,550.0
18.9,57.0,165.0,571.0,15.0,12.2,17.8,67.0,45.0,84.0,0.0,0.0,139.0,0.0,0.0,336.0
16.7,67.0,36.0,165.0,15.0,10.6,15.6,65.0,55.0,87.0,0.0,0.0,22.0,0.0,0.0,27.0
17.2,56.0,0.0,0.0,13.9,10.6,15.0,97.0,57.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
16.7,60.0,0.0,0.0,13.3,11.1,15.6,60.0,45.0,87.0,0.0,4.0,0.0,0.0,1.0,0.0
16.1,70.0,0.0,0.0,12.2,13.3,15.0,62.0,37.0,93.0,0.0,73.0,0.0,0.0,192.0,0.0
16.1,70.0,0.0,0.0,11.7,16.7,16.1,53.0,29.0,90.0,0.0,233.0,0.0,0.0,486.0,0.0
15.0,67.0,0.0,0.0,12.2,18.9,15.0,45.0,27.0,90.0,0.0,387.0,0.0,0.0,630.0,0.0
15.0,65.0,0.0,0.0,10.6,21.7,14.4,55.0,24.0,97.0,0.0,496.0,0.0,0.0,700.0,0.0
13.9,97.0,0.0,0.0,10.6,23.3,15.0,57.0,24.0,90.0,0.0,544.0,0.0,0.0,726.0,0.0
13.3,60.0,0.0,0.0,11.1,21.7,13.3,45.0,46.0,93.0,4.0,520.0,0.0,1.0,705.0,0.0
12.2,62.0,0.0,0.0,13.3,21.1,13.3,37.0,51.0,90.0,73.0,437.0,0.0,192.0,655.0,0.0
11.7,53.0,0.0,0.0,16.7,20.0,12.8,29.0,57.0,87.0,233.0,302.0,0.0,486.0,550.0,0.0
12.2,45.0,0.0,0.0,18.9,17.8,12.8,27.0,84.0,97.0,387.0,139.0,0.0,630.0,336.0,0.0
10.6,55.0,0.0,0.0,21.7,15.6,12.8,24.0,87.0,87.0,496.0,22.0,0.0,700.0,27.0,0.0
10.6,57.0,0.0,0.0,23.3,15.0,12.8,24.0,90.0,80.0,544.0,0.0,0.0,726.0,0.0,0.0
11.1,45.0,4.0,1.0,21.7,15.6,13.9,46.0,87.0,97.0,520.0,0.0,3.0,705.0,0.0,0.0
13.3,37.0,73.0,192.0,21.1,15.0,13.9,51.0,93.0,100.0,437.0,0.0,55.0,655.0,0.0,5.0
16.7,29.0,233.0,486.0,20.0,16.1,15.0,57.0,90.0,90.0,302.0,0.0,84.0,550.0,0.0,1.0
18.9,27.0,387.0,630.0,17.8,15.0,16.1,84.0,90.0,81.0,139.0,0.0,192.0,336.0,0.0,4.0
21.7,24.0,496.0,700.0,15.6,14.4,17.2,87.0,97.0,75.0,22.0,0.0,199.0,27.0,0.0,7.0
23.3,24.0,544.0,726.0,15.0,15.0,17.8,90.0,90.0,68.0,0.0,0.0,228.0,0.0,0.0,1.0
21.7,46.0,520.0,705.0,15.6,13.3,17.8,87.0,93.0,78.0,0.0,0.0,249.0,0.0,0.0,2.0
21.1,51.0,437.0,655.0,15.0,13.3,17.2,93.0,90.0,84.0,0.0,0.0,201.0,0.0,0.0,2.0
20.0,57.0,302.0,550.0,16.1,12.8,17.8,90.0,87.0,75.0,0.0,0.0,150.0,0.0,0.0,2.0
17.8,84.0,139.0,336.0,15.0,12.8,17.8,90.0,97.0,75.0,0.0,0.0,80.0,0.0,0.0,1.0
15.6,87.0,22.0,27.0,14.4,12.8,17.8,97.0,87.0,75.0,0.0,0.0,24.0,0.0,0.0,0.0
15.0,90.0,0.0,0.0,15.0,12.8,17.8,90.0,80.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,87.0,0.0,0.0,13.3,13.9,17.2,93.0,97.0,75.0,0.0,3.0,0.0,0.0,0.0,0.0
15.0,93.0,0.0,0.0,13.3,13.9,16.7,90.0,100.0,87.0,0.0,55.0,0.0,0.0,5.0,0.0
16.1,90.0,0.0,0.0,12.8,15.0,16.1,87.0,90.0,84.0,0.0,84.0,0.0,0.0,1.0,0.0
15.0,90.0,0.0,0.0,12.8,16.1,16.1,97.0,81.0,81.0,0.0,192.0,0.0,0.0,4.0,0.0
14.4,97.0,0.0,0.0,12.8,17.2,15.6,87.0,75.0,90.0,0.0,199.0,0.0,0.0,7.0,0.0
15.0,90.0,0.0,0.0,12.8,17.8,14.4,80.0,68.0,75.0,0.0,228.0,0.0,0.0,1.0,0.0
13.3,93.0,0.0,0.0,13.9,17.8,14.4,97.0,78.0,90.0,3.0,249.0,0.0,0.0,2.0,0.0
13.3,90.0,0.0,0.0,13.9,17.2,13.9,100.0,84.0,87.0,55.0,201.0,0.0,5.0,2.0,0.0
12.8,87.0,0.0,0.0,15.0,17.8,13.9,90.0,75.0,84.0,84.0,150.0,0.0,1.0,2.0,0.0
12.8,97.0,0.0,0.0,16.1,17.8,13.9,81.0,75.0,84.0,192.0,80.0,0.0,4.0,1.0,0.0
12.8,87.0,0.0,0.0,17.2,17.8,14.4,75.0,75.0,81.0,199.0,24.0,0.0,7.0,0.0,0.0
12.8,80.0,0.0,0.0,17.8,17.8,13.9,68.0,73.0,72.0,228.0,0.0,0.0,1.0,0.0,0.0
13.9,97.0,3.0,0.0,17.8,17.2,13.3,78.0,75.0,69.0,249.0,0.0,3.0,2.0,0.0,2.0
13.9,100.0,55.0,5.0,17.2,16.7,14.4,84.0,87.0,58.0,201.0,0.0,21.0,2.0,0.0,1.0
15.0,90.0,84.0,1.0,17.8,16.1,17.8,75.0,84.0,50.0,150.0,0.0,209.0,2.0,0.0,215.0
16.1,81.0,192.0,4.0,17.8,16.1,17.8,75.0,81.0,58.0,80.0,0.0,263.0,1.0,0.0,282.0
17.2,75.0,199.0,7.0,17.8,15.6,18.9,75.0,90.0,61.0,24.0,0.0,280.0,0.0,0.0,10.0
17.8,68.0,228.0,1.0,17.8,14.4,18.3,73.0,75.0,59.0,0.0,0.0,317.0,0.0,0.0,8.0
17.8,78.0,249.0,2.0,17.2,14.4,18.3,75.0,90.0,68.0,0.0,0.0,229.0,0.0,0.0,6.0
17.2,84.0,201.0,2.0,16.7,13.9,17.8,87.0,87.0,70.0,0.0,0.0,238.0,0.0,0.0,0.0
17.8,75.0,150.0,2.0,16.1,13.9,17.2,84.0,84.0,78.0,0.0,0.0,172.0,0.0,0.0,4.0
17.8,75.0,80.0,1.0,16.1,13.9,16.7,81.0,84.0,78.0,0.0,0.0,70.0,0.0,0.0,5.0
17.8,75.0,24.0,0.0,15.6,14.4,16.1,90.0,81.0,78.0,0.0,0.0,17.0,0.0,0.0,1.0
17.8,73.0,0.0,0.0,14.4,13.9,16.1,75.0,72.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
17.2,75.0,0.0,0.0,14.4,13.3,16.1,90.0,69.0,90.0,0.0,3.0,0.0,0.0,2.0,0.0
16.7,87.0,0.0,0.0,13.9,14.4,16.1,87.0,58.0,70.0,0.0,21.0,0.0,0.0,1.0,0.0
16.1,84.0,0.0,0.0,13.9,17.8,16.1,84.0,50.0,63.0,0.0,209.0,0.0,0.0,215.0,0.0
16.1,81.0,0.0,0.0,13.9,17.8,15.6,84.0,58.0,67.0,0.0,263.0,0.0,0.0,282.0,0.0
15.6,90.0,0.0,0.0,14.4,18.9,15.0,81.0,61.0,67.0,0.0,280.0,0.0,0.0,10.0,0.0
14.4,75.0,0.0,0.0,13.9,18.3,13.3,72.0,59.0,83.0,0.0,317.0,0.0,0.0,8.0,0.0
14.4,90.0,0.0,0.0,13.3,18.3,15.0,69.0,68.0,72.0,3.0,229.0,0.0,2.0,6.0,0.0
13.9,87.0,0.0,0.0,14.4,17.8,14.4,58.0,70.0,65.0,21.0,238.0,0.0,1.0,0.0,0.0
13.9,84.0,0.0,0.0,17.8,17.2,13.3,50.0,78.0,87.0,209.0,172.0,0.0,215.0,4.0,0.0
