 dm	 m	 h	G_Dh	G_h	 Ta	 FF	 DD	 RH	RR	N
 16	 3	 12	203	793	24.4	8.6	77	43	0.0	2
 16	 3	 13	213	842	26.4	8.6	71	39	0.0	2
 16	 3	 14	227	807	27.8	8.6	71	35	0.0	2
 16	 3	 15	193	720	28.5	7.8	176	34	0.0	2
 16	 3	 16	135	583	28.6	7.5	191	34	0.0	0
 16	 3	 17	105	388	27.8	7.1	154	37	0.0	0
 16	 3	 18	102	184	26.0	6.0	162	43	0.0	5
 16	 3	 19	7	7	23.8	6.0	97	50	0.0	5
 16	 3	 20	0	0	22.7	6.4	30	60	0.0	5
 16	 3	 21	0	0	21.6	4.1	40	66	0.0	5
 16	 3	 22	0	0	20.6	3.0	50	70	0.0	5
 16	 3	 23	0	0	19.5	3.7	71	73	0.0	5
 16	 3	 24	0	0	18.4	4.1	83	78	0.0	5
 17	 3	 1	0	0	17.7	3.2	7	80	0.0	4
 17	 3	 2	0	0	17.0	2.7	349	83	0.0	4
 17	 3	 3	0	0	16.3	3.0	3	85	0.0	4
 17	 3	 4	0	0	16.0	2.6	4	82	0.0	4
 17	 3	 5	0	0	15.6	1.5	340	80	0.0	4
 17	 3	 6	0	0	15.4	1.1	340	86	0.0	4
 17	 3	 7	1	1	15.5	1.0	338	86	0.0	4
 17	 3	 8	52	118	17.4	1.3	335	80	0.0	4
 17	 3	 9	123	295	19.8	1.7	341	73	0.0	4
 17	 3	 10	154	496	22.7	2.3	329	63	0.0	3
 17	 3	 11	220	654	25.4	3.7	4	54	0.0	3
 17	 3	 12	252	765	27.8	2.8	358	49	0.0	3
 17	 3	 13	311	768	29.5	3.4	356	45	0.0	4
 17	 3	 14	278	742	30.7	4.7	305	42	0.0	4
 17	 3	 15	260	661	31.4	3.7	349	41	0.0	4
 17	 3	 16	240	502	31.4	3.7	343	43	0.0	5
 17	 3	 17	164	331	30.6	3.2	339	45	0.0	5
 17	 3	 18	100	149	29.2	3.7	324	50	0.0	6
 17	 3	 19	3	3	27.4	2.8	21	56	0.0	6
 17	 3	 20	0	0	26.4	2.3	32	60	0.0	7
 17	 3	 21	0	0	25.4	2.0	65	59	0.0	7
 17	 3	 22	0	0	24.5	2.0	53	65	0.0	7
 17	 3	 23	0	0	23.5	1.7	52	66	0.0	7
 17	 3	 24	0	0	22.5	2.1	39	69	0.0	7
 18	 3	 1	0	0	21.4	2.6	62	74	0.0	7
 18	 3	 2	0	0	20.2	3.7	27	82	0.0	7
 18	 3	 3	0	0	19.0	5.1	49	86	0.0	7
 18	 3	 4	0	0	18.4	6.0	49	85	0.0	7
 18	 3	 5	0	0	17.8	4.7	75	89	0.0	8
 18	 3	 6	0	0	17.4	4.7	37	91	0.0	8
 18	 3	 7	1	1	17.4	3.7	80	89	0.0	8
 18	 3	 8	13	13	17.6	3.0	34	87	0.0	8
 18	 3	 9	74	74	18.4	3.0	341	86	0.0	8
 18	 3	 10	127	127	19.2	4.1	21	84	0.0	8
 18	 3	 11	266	287	20.7	2.4	17	73	0.0	8
 18	 3	 12	381	547	23.3	2.3	16	63	0.0	7
 18	 3	 13	345	739	26.0	2.6	329	54	0.0	5
 18	 3	 14	385	662	27.7	1.4	8	50	0.0	6
 18	 3	 15	344	598	28.8	1.2	4	48	0.0	6
 18	 3	 16	192	587	29.6	1.2	33	45	0.0	3
 18	 3	 17	160	372	29.6	1.0	321	45	0.0	4
 18	 3	 18	100	204	28.8	0.8	348	47	0.0	4
 18	 3	 19	16	16	27.3	1.3	336	50	0.0	4
 18	 3	 20	0	0	26.0	1.4	350	61	0.0	4
 18	 3	 21	0	0	24.7	1.3	329	64	0.0	5
 18	 3	 22	0	0	23.3	1.3	338	67	0.0	5
 18	 3	 23	0	0	22.0	1.2	334	75	0.0	5
 18	 3	 24	0	0	20.6	0.9	325	82	0.0	5
 19	 3	 1	0	0	19.3	1.0	333	87	0.0	5
 19	 3	 2	0	0	18.0	1.6	355	92	0.0	5
 19	 3	 3	0	0	16.7	1.6	37	97	0.0	5
 19	 3	 4	0	0	16.0	2.0	16	99	0.0	5
 19	 3	 5	0	0	15.4	1.2	135	100	0.0	5
 19	 3	 6	0	0	14.9	0.9	58	100	0.0	5
 19	 3	 7	1	1	14.9	0.8	34	99	0.0	5
 19	 3	 8	60	109	16.6	0.9	335	94	0.0	5
 19	 3	 9	149	276	19.0	2.0	345	80	0.0	5
 19	 3	 10	239	435	21.5	1.9	10	65	0.0	6
 19	 3	 11	319	572	23.9	1.4	27	54	0.0	6
 19	 3	 12	342	673	26.0	1.5	55	48	0.0	5
 19	 3	 13	371	703	27.7	2.1	34	43	0.0	6
 19	 3	 14	353	692	28.9	2.1	59	38	0.0	5
 19	 3	 15	312	638	29.6	2.8	46	36	0.0	5
 19	 3	 16	248	509	29.7	2.6	63	34	0.0	5
 19	 3	 17	170	345	29.1	3.0	64	35	0.0	5
 19	 3	 18	97	170	27.7	3.4	17	37	0.0	5
 19	 3	 19	8	8	25.9	5.4	27	40	0.0	5
 19	 3	 20	0	0	23.9	4.1	57	47	0.0	5
 19	 3	 21	0	0	21.9	2.8	32	49	0.0	5
 19	 3	 22	0	0	20.0	4.1	21	56	0.0	4
 19	 3	 23	0	0	18.0	3.4	136	60	0.0	4
 19	 3	 24	0	0	16.1	2.4	198	64	0.0	4
 20	 3	 1	0	0	14.3	2.4	172	76	0.0	4
 20	 3	 2	0	0	12.4	3.2	109	83	0.0	4
 20	 3	 3	0	0	10.5	4.7	153	87	0.0	3
 20	 3	 4	0	0	9.5	5.1	81	90	0.0	3
 20	 3	 5	0	0	8.4	4.1	230	89	0.0	3
 20	 3	 6	0	0	7.7	3.0	236	88	0.0	3
 20	 3	 7	1	1	7.6	2.1	100	88	0.0	3
 20	 3	 8	52	130	9.5	3.7	227	85	0.0	2
 20	 3	 9	109	332	12.3	5.4	207	78	0.0	2
 20	 3	 10	131	534	15.2	4.4	289	67	0.0	0
 20	 3	 11	194	686	17.9	5.4	289	60	0.0	2
 20	 3	 12	230	797	20.2	5.4	215	52	0.0	3
 20	 3	 13	213	860	22.1	3.7	250	46	0.0	2
 20	 3	 14	186	847	23.5	3.2	227	40	0.0	0
 20	 3	 15	142	766	24.2	2.1	257	38	0.0	0
 20	 3	 16	116	611	24.2	2.4	112	42	0.0	0
 20	 3	 17	79	419	23.4	1.9	79	44	0.0	0
 20	 3	 18	101	204	21.7	2.0	77	51	0.0	4
 20	 3	 19	10	10	19.4	2.7	18	61	0.0	5
 20	 3	 20	0	0	18.5	2.4	42	73	0.0	5
 20	 3	 21	0	0	17.6	1.7	0	74	0.0	5
 20	 3	 22	0	0	16.7	2.0	45	77	0.0	5
 20	 3	 23	0	0	15.8	2.6	74	75	0.0	6
 20	 3	 24	0	0	15.0	2.7	96	79	0.0	6
 21	 3	 1	0	0	14.8	2.7	88	76	0.0	6
 21	 3	 2	0	0	14.7	2.4	81	77	0.0	6
 21	 3	 3	0	0	14.5	3.2	159	80	0.0	7
 21	 3	 4	0	0	14.4	3.0	148	81	0.0	7
 21	 3	 5	0	0	14.3	2.6	41	84	0.0	7
 21	 3	 6	0	0	14.3	2.8	23	90	0.0	7
 21	 3	 7	1	1	14.3	2.7	66	92	0.0	8
 21	 3	 8	51	51	15.2	2.4	57	91	0.0	8
 21	 3	 9	123	123	16.2	2.7	171	92	0.6	8
 21	 3	 10	156	156	17.2	2.6	170	87	0.0	8
 21	 3	 11	202	205	17.8	2.1	237	91	1.3	8
 21	 3	 12	218	219	18.7	1.6	153	86	0.2	8
 21	 3	 13	194	195	19.1	1.9	186	86	0.2	8
 21	 3	 14	157	157	19.1	2.4	102	86	0.4	8
 21	 3	 15	180	181	19.1	3.4	47	87	0.8	8
 21	 3	 16	177	178	19.4	3.2	133	88	0.1	8
 21	 3	 17	128	128	19.3	3.7	169	88	0.0	8
 21	 3	 18	63	63	18.8	5.1	179	86	0.0	8
 21	 3	 19	3	3	18.1	7.8	230	86	0.0	8
 21	 3	 20	0	0	18.0	8.1	209	88	0.0	8
 21	 3	 21	0	0	17.9	10.7	207	92	0.0	8
 21	 3	 22	0	0	17.7	10.7	176	92	0.0	8
 21	 3	 23	0	0	17.2	10.7	58	99	2.2	8
 21	 3	 24	0	0	16.4	10.7	148	99	5.6	8
 22	 3	 1	0	0	17.5	8.6	74	96	0.0	8
 22	 3	 2	0	0	17.5	8.1	197	96	0.0	8
 22	 3	 3	0	0	17.6	8.1	187	93	0.0	8
 22	 3	 4	0	0	17.5	7.1	198	93	0.4	8
 22	 3	 5	0	0	17.7	5.7	228	95	0.0	8
 22	 3	 6	0	0	17.7	4.7	210	97	0.1	8
 22	 3	 7	1	1	17.8	4.4	190	97	0.0	8
 22	 3	 8	21	21	18.2	5.7	227	95	0.0	8
 22	 3	 9	91	91	19.3	5.1	288	87	0.0	8
 22	 3	 10	145	145	20.4	5.7	296	86	0.0	8
 22	 3	 11	187	189	21.3	5.7	334	86	0.0	8
 22	 3	 12	150	150	21.8	5.7	298	86	0.0	8
 22	 3	 13	229	231	22.5	4.1	251	86	0.0	8
 22	 3	 14	272	275	23.3	3.4	309	71	0.0	8
 22	 3	 15	209	210	23.7	3.4	322	65	0.0	8
 22	 3	 16	184	185	23.9	2.8	297	64	0.0	8
 22	 3	 17	102	102	23.6	4.4	250	66	0.0	8
 22	 3	 18	80	80	23.3	4.1	300	67	0.0	8
 22	 3	 19	8	8	22.7	4.7	216	81	0.2	8
 22	 3	 20	0	0	21.9	4.4	244	86	0.0	8
 22	 3	 21	0	0	20.8	3.4	203	89	1.3	8
 22	 3	 22	0	0	19.6	2.8	252	89	3.5	8
 22	 3	 23	0	0	19.3	2.7	283	86	0.7	8
 22	 3	 24	0	0	18.6	2.4	162	86	0.3	8
 23	 3	 1	0	0	17.7	2.3	241	92	0.0	8
 23	 3	 2	0	0	16.6	3.0	180	93	0.0	8
 23	 3	 3	0	0	15.6	3.2	128	96	0.0	8
 23	 3	 4	0	0	15.0	4.1	197	99	0.0	8
 23	 3	 5	0	0	14.5	4.4	205	99	0.0	8
 23	 3	 6	0	0	14.1	3.7	208	99	0.0	8
 23	 3	 7	1	1	14.1	4.4	259	99	0.0	8
 23	 3	 8	69	70	15.1	3.2	237	95	0.0	8
 23	 3	 9	159	165	16.4	4.1	119	87	0.0	8
 23	 3	 10	242	254	17.7	3.4	198	86	0.0	8
 23	 3	 11	326	343	19.0	3.7	167	69	0.0	8
 23	 3	 12	355	374	20.1	6.7	103	66	0.0	8
 23	 3	 13	404	431	21.0	6.0	60	65	0.0	8
 23	 3	 14	379	402	21.6	5.4	69	63	0.0	8
 23	 3	 15	363	392	22.1	6.0	100	61	0.0	8
 23	 3	 16	280	296	22.1	6.4	93	61	0.0	8
 23	 3	 17	190	200	21.7	7.5	128	60	0.0	8
 23	 3	 18	95	101	20.9	6.0	192	59	0.0	8
 23	 3	 19	3	3	19.8	6.0	219	62	0.0	8
 23	 3	 20	0	0	18.8	4.7	241	73	0.0	8
 23	 3	 21	0	0	17.9	4.7	71	73	0.0	8
 23	 3	 22	0	0	16.9	3.4	76	79	0.0	8
 23	 3	 23	0	0	16.0	3.0	69	79	0.0	8
 23	 3	 24	0	0	15.0	2.4	125	83	0.0	7
 24	 3	 1	0	0	14.4	1.3	144	88	0.0	7
 24	 3	 2	0	0	13.7	1.2	203	89	0.0	7
 24	 3	 3	0	0	13.0	1.6	219	89	0.0	7
 24	 3	 4	0	0	12.7	1.1	198	90	0.0	7
 24	 3	 5	0	0	12.4	0.5	187	90	0.0	7
 24	 3	 6	0	0	12.1	0.9	135	92	0.0	7
 24	 3	 7	1	1	12.2	1.2	118	88	0.0	7
 24	 3	 8	77	105	14.0	1.6	73	80	0.0	7
 24	 3	 9	196	238	16.1	2.0	18	74	0.0	8
 24	 3	 10	283	378	18.4	2.8	39	59	0.0	7
 24	 3	 11	371	520	20.7	4.7	52	53	0.0	7
 24	 3	 12	428	601	22.8	4.7	46	48	0.0	7
 24	 3	 13	454	614	24.3	5.1	51	44	0.0	7
 24	 3	 14	440	601	25.4	5.4	24	40	0.0	7
 24	 3	 15	388	539	26.0	7.1	21	37	0.0	7
 24	 3	 16	323	421	26.0	7.8	37	37	0.0	7
 24	 3	 17	232	292	25.4	10.7	42	37	0.0	7
 24	 3	 18	103	144	24.1	8.3	8	41	0.0	7
 24	 3	 19	10	10	22.5	5.4	315	44	0.0	7
 24	 3	 20	0	0	21.2	4.1	338	53	0.0	6
 24	 3	 21	0	0	19.9	2.6	17	58	0.0	6
 24	 3	 22	0	0	18.6	2.1	342	63	0.0	6
 24	 3	 23	0	0	17.4	1.9	68	67	0.0	6
 24	 3	 24	0	0	16.1	1.7	28	70	0.0	6
 25	 3	 1	0	0	14.9	2.1	62	75	0.0	6
 25	 3	 2	0	0	13.6	3.2	52	79	0.0	6
 25	 3	 3	0	0	12.3	5.7	74	82	0.0	6
 25	 3	 4	0	0	11.6	5.4	119	82	0.0	6
 25	 3	 5	0	0	10.9	3.0	211	84	0.0	5
 25	 3	 6	0	0	10.4	2.6	170	86	0.0	5
 25	 3	 7	4	4	10.5	2.6	190	82	0.0	5
 25	 3	 8	111	198	13.5	3.0	108	74	0.0	5
 25	 3	 9	82	462	17.4	3.4	92	63	0.0	0
 25	 3	 10	122	717	21.3	3.7	61	45	0.0	0
 25	 3	 11	195	817	24.3	5.4	49	36	0.0	1
 25	 3	 12	403	602	25.0	4.4	347	33	0.0	7
 25	 3	 13	455	634	25.7	5.1	10	33	0.0	7
 25	 3	 14	437	637	26.2	5.4	35	30	0.0	7
 25	 3	 15	386	567	26.4	4.4	30	30	0.0	7
 25	 3	 16	309	442	25.9	6.4	17	30	0.0	7
 25	 3	 17	233	296	24.7	6.7	358	32	0.0	7
 25	 3	 18	104	148	23.0	5.7	351	38	0.0	7
 25	 3	 19	4	4	21.0	3.4	11	44	0.0	7
 25	 3	 20	0	0	19.4	2.6	24	52	0.0	7
 25	 3	 21	0	0	17.9	1.9	28	57	0.0	7
 25	 3	 22	0	0	16.3	2.3	60	60	0.0	6
 25	 3	 23	0	0	14.7	2.1	45	64	0.0	6
 25	 3	 24	0	0	13.2	1.5	53	71	0.0	6
 26	 3	 1	0	0	12.0	2.4	6	78	0.0	6
 26	 3	 2	0	0	10.8	2.6	347	82	0.0	6
 26	 3	 3	0	0	9.6	2.8	3	88	0.0	6
 26	 3	 4	0	0	9.0	3.0	8	88	0.0	6
 26	 3	 5	0	0	8.3	3.4	350	90	0.0	6
 26	 3	 6	0	0	7.9	4.1	5	93	0.0	6
 26	 3	 7	3	3	7.9	4.1	64	92	0.0	6
 26	 3	 8	92	138	10.1	4.7	22	81	0.0	6
 26	 3	 9	150	316	12.8	5.7	341	72	0.0	5
 26	 3	 10	184	530	16.0	7.8	348	55	0.0	3
 26	 3	 11	232	696	19.0	7.8	329	48	0.0	3
 26	 3	 12	270	800	21.6	8.6	328	43	0.0	3
 26	 3	 13	290	824	23.5	9.6	348	38	0.0	4
 26	 3	 14	270	804	24.8	9.6	331	36	0.0	3
 26	 3	 15	264	693	25.4	10.7	8	37	0.0	4
 26	 3	 16	196	571	25.5	9.1	354	40	0.0	3
 26	 3	 17	141	398	24.6	9.6	2	41	0.0	3
 26	 3	 18	110	205	23.0	9.1	23	46	0.0	5
 26	 3	 19	13	13	20.7	6.0	38	50	0.0	5
 26	 3	 20	0	0	19.6	6.4	90	62	0.0	5
 26	 3	 21	0	0	18.5	6.0	19	67	0.0	5
 26	 3	 22	0	0	17.4	7.1	81	71	0.0	5
 26	 3	 23	0	0	16.3	5.1	67	77	0.0	5
 26	 3	 24	0	0	15.2	5.1	68	79	0.0	5
 27	 3	 1	0	0	14.5	3.2	57	77	0.0	5
 27	 3	 2	0	0	13.9	2.7	18	81	0.0	5
 27	 3	 3	0	0	13.2	4.1	100	85	0.0	5
 27	 3	 4	0	0	12.9	4.1	122	87	0.0	5
 27	 3	 5	0	0	12.5	3.4	216	85	0.0	5
 27	 3	 6	0	0	12.3	3.7	161	89	0.0	5
 27	 3	 7	4	4	12.4	3.7	177	87	0.0	5
 27	 3	 8	92	158	15.1	3.0	176	80	0.0	5
 27	 3	 9	97	368	18.4	3.0	254	69	0.0	0
 27	 3	 10	166	547	21.6	2.8	248	50	0.0	2
 27	 3	 11	223	699	24.5	4.1	248	42	0.0	3
 27	 3	 12	313	754	26.8	3.7	273	36	0.0	4
 27	 3	 13	317	828	28.8	4.1	252	31	0.0	4
 27	 3	 14	319	775	30.1	4.1	244	29	0.0	4
 27	 3	 15	260	702	30.8	4.7	282	28	0.0	4
 27	 3	 16	239	540	30.8	3.4	187	29	0.0	4
 27	 3	 17	148	391	30.0	3.2	180	31	0.0	3
 27	 3	 18	121	170	28.3	3.4	224	33	0.0	7
 27	 3	 19	6	6	26.1	4.1	233	40	0.0	6
 27	 3	 20	0	0	24.5	5.1	245	47	0.0	6
 27	 3	 21	0	0	22.9	3.2	100	50	0.0	6
 27	 3	 22	0	0	21.4	4.4	99	54	0.0	6
 27	 3	 23	0	0	19.8	4.1	34	56	0.0	6
 27	 3	 24	0	0	18.2	6.4	90	63	0.0	6
 28	 3	 1	0	0	16.7	6.0	86	71	0.0	6
 28	 3	 2	0	0	15.1	7.1	136	75	0.0	5
 28	 3	 3	0	0	13.4	9.1	180	78	0.0	5
 28	 3	 4	0	0	12.6	7.5	214	84	0.0	5
 28	 3	 5	0	0	11.8	7.5	248	85	0.0	5
 28	 3	 6	0	0	11.2	8.1	203	83	0.0	5
 28	 3	 7	5	5	11.3	6.0	180	83	0.0	5
 28	 3	 8	95	181	14.0	6.7	147	74	0.0	4
 28	 3	 9	53	413	17.2	5.7	177	65	0.0	0
 28	 3	 10	70	627	20.4	7.1	74	49	0.0	0
 28	 3	 11	90	802	23.4	6.7	188	38	0.0	0
 28	 3	 12	108	916	26.0	8.1	243	32	0.0	0
 28	 3	 13	112	964	28.0	10.7	231	29	0.0	0
 28	 3	 14	107	937	29.4	9.1	238	27	0.0	0
 28	 3	 15	92	838	30.1	9.1	182	25	0.0	0
 28	 3	 16	72	676	30.2	9.1	202	25	0.0	0
 28	 3	 17	54	467	29.4	8.6	103	27	0.0	0
 28	 3	 18	112	236	27.7	8.6	103	33	0.0	4
 28	 3	 19	15	15	25.4	9.6	42	38	0.0	4
 28	 3	 20	0	0	24.0	10.7	66	48	0.0	5
 28	 3	 21	0	0	22.7	7.5	40	52	0.0	5
 28	 3	 22	0	0	21.3	6.7	78	54	0.0	5
 28	 3	 23	0	0	19.9	7.1	39	60	0.0	5
 28	 3	 24	0	0	18.6	6.0	15	64	0.0	6
 29	 3	 1	0	0	17.4	6.7	36	68	0.0	6
 29	 3	 2	0	0	16.1	6.0	66	72	0.0	6
 29	 3	 3	0	0	14.8	6.7	65	73	0.0	6
 29	 3	 4	0	0	14.1	7.5	121	77	0.0	7
 29	 3	 5	0	0	13.4	6.0	184	80	0.0	7
 29	 3	 6	0	0	12.9	4.4	204	79	0.0	7
 29	 3	 7	5	5	13.0	3.0	56	82	0.0	7
 29	 3	 8	87	103	14.4	3.0	120	79	0.0	8
 29	 3	 9	203	236	16.3	4.4	158	74	0.0	8
 29	 3	 10	297	395	18.5	4.1	160	65	0.0	7
 29	 3	 11	380	564	20.8	6.7	147	58	0.0	7
 29	 3	 12	436	633	22.7	5.4	122	53	0.0	7
 29	 3	 13	428	689	24.3	3.7	91	49	0.0	6
 29	 3	 14	427	578	25.0	6.7	49	50	0.0	7
 29	 3	 15	396	525	25.4	5.4	30	51	0.0	7
 29	 3	 16	326	407	25.2	5.4	136	52	0.0	8
 29	 3	 17	233	280	24.5	6.0	75	54	0.0	8
 29	 3	 18	107	125	23.1	4.7	72	60	0.0	8
 29	 3	 19	4	4	21.4	4.4	73	63	0.0	8
 29	 3	 20	0	0	20.7	5.7	21	72	0.0	8
 29	 3	 21	0	0	20.1	4.7	51	74	0.0	8
 29	 3	 22	0	0	19.4	4.4	26	78	0.0	8
 29	 3	 23	0	0	18.8	3.2	50	81	0.0	8
 29	 3	 24	0	0	18.1	3.7	68	84	0.0	8
 30	 3	 1	0	0	17.9	6.4	195	86	0.4	8
 30	 3	 2	0	0	17.7	6.0	175	86	0.2	8
 30	 3	 3	0	0	17.6	6.7	214	91	0.1	8
 30	 3	 4	0	0	17.5	8.1	144	92	0.0	8
 30	 3	 5	0	0	17.4	8.1	172	93	0.0	8
 30	 3	 6	0	0	17.3	7.1	174	99	0.0	8
 30	 3	 7	2	2	17.4	6.0	222	99	0.0	8
 30	 3	 8	46	46	18.1	5.1	93	96	0.0	8
 30	 3	 9	99	99	19.0	5.7	129	92	0.0	8
 30	 3	 10	146	146	19.9	4.4	255	84	0.0	8
 30	 3	 11	186	187	20.7	2.7	249	84	0.0	8
 30	 3	 12	217	218	21.4	4.1	207	84	0.0	8
 30	 3	 13	225	226	21.9	3.0	105	83	0.0	8
 30	 3	 14	225	226	22.3	2.6	74	82	0.0	8
 30	 3	 15	199	199	22.5	3.7	72	86	0.3	8
 30	 3	 16	161	161	22.5	6.7	182	90	0.1	8
 30	 3	 17	109	109	22.2	7.1	183	94	0.5	8
 30	 3	 18	56	56	21.4	7.5	207	98	2.4	8
 30	 3	 19	4	4	19.5	6.0	211	99	8.6	8
 30	 3	 20	0	0	20.7	5.4	248	96	1.2	8
 30	 3	 21	0	0	20.6	6.7	281	95	0.7	8
 30	 3	 22	0	0	19.8	8.1	236	99	3.7	8
 30	 3	 23	0	0	20.0	7.5	246	99	1.6	8
 30	 3	 24	0	0	20.0	6.7	235	97	0.9	8
 31	 3	 1	0	0	18.4	6.0	297	99	8.0	8
 31	 3	 2	0	0	17.9	5.1	312	99	16.9	8
 31	 3	 3	0	0	18.7	3.7	314	99	5.5	8
 31	 3	 4	0	0	19.5	3.4	326	93	1.4	8
 31	 3	 5	0	0	19.8	3.2	303	92	0.0	8
 31	 3	 6	0	0	19.8	4.1	307	95	0.0	8
 31	 3	 7	2	2	19.8	5.1	342	95	0.2	8
 31	 3	 8	36	36	20.4	3.7	229	92	0.3	8
 31	 3	 9	76	76	21.2	3.7	296	87	0.1	8
 31	 3	 10	110	110	21.8	4.1	317	87	0.6	8
 31	 3	 11	164	164	22.7	2.7	291	86	0.1	8
 31	 3	 12	215	216	23.6	2.8	287	73	0.0	8
 31	 3	 13	240	242	24.2	2.6	303	84	0.8	8
 31	 3	 14	197	198	24.7	4.1	184	86	0.5	8
 31	 3	 15	206	207	24.7	3.2	245	86	2.1	8
 31	 3	 16	156	156	25.2	4.4	212	84	0.1	8
 31	 3	 17	112	112	24.8	3.4	220	86	1.1	8
 31	 3	 18	59	59	23.8	4.1	166	89	4.1	8
 31	 3	 19	5	5	24.0	4.4	217	86	0.4	8
 31	 3	 20	0	0	23.2	4.1	188	86	0.2	8
 31	 3	 21	0	0	22.3	3.4	189	86	0.9	8
 31	 3	 22	0	0	21.0	3.2	170	89	3.2	8
 31	 3	 23	0	0	19.0	3.7	165	89	2.6	8
 31	 3	 24	0	0	17.0	4.1	81	90	1.7	8
 1	 4	 1	0	0	15.1	2.5	151	94	0.0	5
 1	 4	 2	0	0	13.0	2.7	171	99	0.0	5
 1	 4	 3	0	0	10.8	4.6	208	99	0.0	5
 1	 4	 4	0	0	9.1	3.7	43	99	0.0	5
 1	 4	 5	0	0	7.4	2.1	144	99	0.0	5
 1	 4	 6	0	0	6.2	2.3	179	99	0.0	5
 1	 4	 7	7	7	6.2	2.1	165	99	0.0	5
 1	 4	 8	99	184	8.3	2.5	143	99	0.0	5
 1	 4	 9	86	400	10.9	1.8	179	98	0.0	0
 1	 4	 10	126	599	13.3	2.9	185	93	0.0	0
 1	 4	 11	178	755	15.6	3.7	19	76	0.0	1
 1	 4	 12	188	873	17.5	5.5	32	67	0.0	0
 1	 4	 13	210	909	19.0	7.8	108	62	0.0	1
 1	 4	 14	209	877	19.9	7.8	10	58	0.0	2
 1	 4	 15	172	786	20.3	7.1	351	56	0.0	0
 1	 4	 16	125	639	20.2	5.8	324	55	0.0	0
 1	 4	 17	91	439	19.2	6.5	37	57	0.0	0
 1	 4	 18	113	224	17.6	6.5	14	61	0.0	5
 1	 4	 19	15	15	15.4	5.5	35	69	0.0	5
 1	 4	 20	0	0	14.4	3.3	13	77	0.0	5
 1	 4	 21	0	0	13.3	3.7	344	84	0.0	6
 1	 4	 22	0	0	12.3	3.3	344	87	0.0	6
 1	 4	 23	0	0	11.2	3.5	348	92	0.0	6
 1	 4	 24	0	0	10.2	3.7	341	99	0.0	6
 2	 4	 1	0	0	10.3	3.9	347	99	0.0	6
 2	 4	 2	0	0	10.4	4.4	351	99	0.0	7
 2	 4	 3	0	0	10.6	5.5	339	99	0.0	7
 2	 4	 4	0	0	10.7	4.8	357	99	0.0	7
 2	 4	 5	0	0	10.8	4.6	351	99	0.0	7
 2	 4	 6	0	0	10.8	5.0	340	99	0.0	8
 2	 4	 7	2	2	10.9	6.8	340	98	0.5	8
 2	 4	 8	69	69	11.9	7.4	341	96	1.0	8
 2	 4	 9	157	159	13.6	7.4	350	90	0.1	8
 2	 4	 10	231	238	15.0	9.6	356	86	0.1	8
 2	 4	 11	296	307	16.4	6.2	319	70	0.0	8
 2	 4	 12	366	384	17.8	5.0	353	66	0.0	8
 2	 4	 13	379	403	18.8	5.8	12	62	0.0	8
 2	 4	 14	348	367	19.5	5.3	7	58	0.0	8
 2	 4	 15	320	338	19.9	5.5	8	55	0.0	8
 2	 4	 16	267	280	20.0	5.3	356	67	0.2	8
 2	 4	 17	186	192	19.7	4.4	45	55	0.0	8
 2	 4	 18	99	100	19.1	6.5	24	55	0.0	8
 2	 4	 19	9	9	18.1	6.5	22	59	0.0	8
 2	 4	 20	0	0	16.9	5.5	62	75	1.5	8
 2	 4	 21	0	0	16.2	6.8	69	86	0.7	8
 2	 4	 22	0	0	15.5	6.8	32	86	0.3	8
 2	 4	 23	0	0	13.5	6.0	16	92	6.1	8
 2	 4	 24	0	0	13.3	5.3	43	90	2.5	8
 3	 4	 1	0	0	12.8	5.8	14	93	0.0	8
 3	 4	 2	0	0	11.6	4.8	31	93	0.0	8
 3	 4	 3	0	0	10.5	6.0	42	95	0.0	8
 3	 4	 4	0	0	9.9	4.2	71	98	0.0	8
 3	 4	 5	0	0	8.8	3.5	74	99	2.1	8
 3	 4	 6	0	0	8.8	3.9	195	99	0.0	8
 3	 4	 7	3	3	8.8	4.6	137	99	0.0	8
 3	 4	 8	86	86	9.8	3.5	142	98	0.0	8
 3	 4	 9	184	194	11.1	4.2	133	98	0.0	8
 3	 4	 10	275	293	12.3	3.5	69	86	0.0	8
 3	 4	 11	337	363	13.4	3.7	71	83	0.0	8
 3	 4	 12	373	399	14.2	3.1	16	79	0.0	8
 3	 4	 13	383	408	14.8	2.5	47	76	0.0	8
 3	 4	 14	366	389	15.2	2.3	35	73	0.0	8
 3	 4	 15	319	337	15.3	2.5	55	74	0.0	8
 3	 4	 16	262	273	15.2	2.7	20	71	0.0	8
 3	 4	 17	180	184	14.8	2.1	44	73	0.0	8
 3	 4	 18	82	82	14.0	2.1	81	79	0.0	8
 3	 4	 19	4	4	13.0	1.3	69	82	0.0	8
 3	 4	 20	0	0	12.5	1.1	19	88	0.0	8
 3	 4	 21	0	0	11.9	0.2	70	90	0.1	8
 3	 4	 22	0	0	11.4	0.8	54	92	0.1	8
 3	 4	 23	0	0	10.8	0.7	358	95	0.3	8
 3	 4	 24	0	0	10.2	0.8	92	96	0.7	8
 4	 4	 1	0	0	10.3	0.7	63	98	0.0	8
 4	 4	 2	0	0	10.3	0.3	69	97	0.0	8
 4	 4	 3	0	0	10.2	0.8	56	99	0.0	8
 4	 4	 4	0	0	10.3	1.0	157	96	0.0	8
 4	 4	 5	0	0	10.3	1.0	25	94	0.0	8
